sequence,gender,generation,education_type,locality,religion,how_often,partner,marriage,break,divorce,education,work,sep_from_par,child,p_m,p_b,p_d,p_e,p_w,p_s,p_c,m_b,m_d,m_e,m_w,m_s,m_c,b_d,b_e,b_w,b_s,b_c,d_e,d_w,d_s,d_c,e_w,e_s,e_c,w_s,w_c,s_c
semcw,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
wces,f,0,professional,village,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
wecs,f,0,professional,village,yes,min_once_a_month,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
sewmc,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmcs,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
swmdce,f,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,<,>,>,<,>,>,>,>,<,<
ewmcs,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewmsc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewpbs,f,0,professional,village,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,>,>,<,<,>,n,>,>,>,n,<,>,>,<,<,>,>,>,n,<,<,<,<,<,<
ewmsc,m,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewmsc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swemc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
ewmsc,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,=
ewmdcps,f,0,professional,village,yes,min_once_a_month,1,1,0,1,1,1,1,1,>,<,>,>,>,=,>,<,<,>,>,<,<,>,>,>,>,>,>,>,<,<,<,<,<,<,<,>
ewmsc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewmcs,m,1,higher,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wecsp,f,0,general,village,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,=,<,<,>
cmsew,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,>,n,>,>,>,>,>,>,>,>,<,>,>,>,>,>
ewmcs,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
ewmcs,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewmsc,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wespbc,f,0,professional,village,yes,never,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,<,>,>,>,>,>,<,<,<,<,<
wemcds,f,1,general,village,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,<,>,>,<,<,<,<,>
wecms,f,1,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
ewsc,f,0,general,village,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewsc,f,0,general,village,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swmdec,f,0,general,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,<,>,>,<,>,>,<,>,<,<
swmec,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewcm,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewmcs,m,1,general,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
swepmc,f,1,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewpc,m,1,professional,village,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
smewc,m,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
sewm,m,1,higher,village,no,never,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
ewsmc,m,1,professional,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,=,<,=,<,<
sewmc,m,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewpmc,f,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wsemc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmcs,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
ewsmc,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
smcew,f,0,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wemscp,f,0,general,village,yes,never,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
cemws,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,>,n,>,>,>,>,>,>,>,>,<,<,>,<,>,>
sewmc,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewmcsdpb,f,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,>
eswmd,m,1,higher,city,yes,sev_a_year,0,1,0,1,1,1,1,0,>,n,>,>,>,>,n,<,<,>,>,>,<,>,>,>,>,n,>,>,>,<,<,=,<,>,<,<
ewmsc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
pscwmeb,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,<,=,<,<,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,>,>,<
wmsce,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wepsmc,m,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wepmcsb,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wmdcspeb,f,0,professional,city,yes,never,1,1,1,1,1,1,1,1,>,<,>,<,>,>,>,<,<,<,>,<,<,>,>,>,>,>,<,>,<,<,>,>,>,<,<,>
wmces,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
wmces,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
wesmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wmsec,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmsc,f,1,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
mswce,m,1,higher,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
psmcwe,f,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,=,<,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
pmewcsb,f,0,professional,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,<,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,>
swemc,f,0,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wse,f,0,professional,city,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,=,<,<
ewmcs,m,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wsemc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,=,<,<
emswcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,<,=,<,>,>,>,>,>,>,>,>,>,<,<,<,>,<,<
ewmsc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
ewmdcs,m,1,professional,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,<,<,<,<,<,<,<,>
wesmc,m,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
swemc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
mswce,m,1,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
ews,f,1,higher,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
wemc,m,1,higher,city,no,sev_a_year,0,1,0,0,1,1,0,1,>,n,n,>,>,n,>,<,<,>,>,<,<,n,>,>,n,>,>,>,n,>,>,<,<,<,<,>
wpsmceb,f,0,professional,city,yes,once_a_week,1,1,1,0,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wepcms,m,1,general,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
swmec,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
ewmsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ews,f,0,higher,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,=,<,<
ewmcs,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewpscm,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemsc,f,0,general,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wmsced,f,0,higher,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,=,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
mwces,m,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
wemcs,m,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wepscbmd,m,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,>,<,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wsepb,m,1,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,0,<,<,<,>,>,>,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,>,>,<,<,<,<
swemc,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wesc,f,0,professional,city,yes,sev_a_year,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
mwcse,m,1,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,=,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
wsmcdep,f,0,professional,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,<,>,>,>,>,>,>,<,<,<
wmsce,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wepmcbds,f,0,general,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,<,>,>,>,<,>,>,<,<,<,<,>
ewpmcs,f,0,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
specw,f,1,professional,city,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,=,<,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
ewmcdpbs,m,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,<,>,<,<,>,>,<,<,>,>,>,<,>,>,>,<,>,<,<,<,<,<,>
smewc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewpsmc,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
eswmc,f,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
ewpsbmcd,f,0,general,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,=,<,>,<,>,>,>,<,<,>,>,>,<,>,>,>,>,<,<,<,<,<,<
ewpb,m,1,higher,city,yes,sev_a_year,1,0,1,0,1,1,0,0,<,<,<,>,>,<,<,>,n,>,>,n,n,<,>,>,<,<,>,>,n,n,<,<,<,<,<,n
swmce,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wmsce,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
we,f,1,higher,city,yes,sev_a_year,0,0,0,0,1,1,0,0,n,n,n,>,>,n,n,n,n,>,>,n,n,n,>,>,n,n,>,>,n,n,>,<,<,<,<,n
pmscew,m,1,higher,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
ewsmc,m,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
ewpmc,m,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,0,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,n,>,>,>,n,>,=,<,<,<,<,>
emswc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,=,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
wemsc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmc,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,0,1,>,n,n,>,>,n,>,<,<,>,>,<,<,n,>,>,n,>,>,>,n,>,<,<,<,<,<,>
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wsmec,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmdpc,f,1,higher,city,yes,sev_a_year,1,1,0,1,1,1,0,1,>,<,>,>,>,<,<,<,<,>,>,<,<,>,>,>,n,>,>,>,<,<,<,<,<,<,<,>
sewmc,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewsmc,f,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,=,<,<
mscewdp,f,1,higher,city,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,=,<,>,>,>,>,>,>,>,>,>,=,>,>,>,>,<
wsemc,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewsmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
eswmc,f,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
cmsewd,f,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,>,>,>,>,>,>,>,>,>,>,<,>,>,>,>,>
wemsc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
emswc,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
spmcew,f,0,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
sewcmp,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
pemscwbd,m,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,=,<,<,<,<,<,>,<,<,<,<,>,>,>,>,>,>,>,>,<,<,<,>,>,<
wse,f,0,higher,city,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,=,<,<
wmces,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,>,<,<,>
mwsced,f,0,higher,city,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,=,=,<,>,>,>,>,>,>,>,>,>,>,>,>,=,<,<
swepm,f,0,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,0,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,>,>,<,>,<,<
smcew,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
swemdp,f,0,professional,city,yes,sev_a_year,1,1,0,1,1,1,1,0,>,<,>,>,>,>,<,<,<,>,>,>,<,>,>,>,>,n,>,>,>,<,>,>,<,>,<,<
sew,f,0,professional,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
spcew,m,0,professional,city,yes,never,1,0,0,0,1,1,1,1,<,<,<,<,<,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
spewmc,f,1,higher,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewspmcbd,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,=,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wpsmbdec,m,0,general,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,>,=,<,<,<,<,>,>,<,=,<,>,>,<,<,>,>,<,>,>,<,<,<,<
ewmsc,m,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmc,f,0,higher,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmd,m,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,0,>,n,>,>,>,>,n,<,<,>,>,>,<,>,>,>,>,n,>,>,>,<,=,>,<,>,<,<
ewspmcbd,m,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,=,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wesmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,=,<,<,<,<
esmcwpb,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,<,>,<,<,>,>,>,>,>,>,>,>,<,<,<,>,>,<
ewpmcsbd,m,0,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,=,>,>,>,>,>,>,>,>,=,<,<,<,<,>
mewcs,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wsme,m,0,professional,city,yes,never,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,<,>,>,<,n,>,>,>,n,>,>,>,n,>,>,<,<,<,<
sewmpcb,f,0,professional,city,yes,sev_a_year,1,1,1,0,1,1,1,1,>,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
