sequence,education_type,locality,religion,how_often,generation,gender
wmsce,professional,city,yes,sev_a_year,0,m
swmce,professional,village,yes,never,1,m
wesmc,professional,village,yes,never,1,m
wepsc,professional,city,yes,min_once_a_month,1,f
swemc,professional,city,yes,never,0,m
swmce,professional,city,yes,sev_a_week,0,f
ewmsc,professional,city,yes,min_once_a_month,0,f
swmce,higher,city,yes,never,0,m
swmcdpbe,higher,city,yes,once_a_week,0,f
wepsb,professional,city,yes,sev_a_year,1,f
emw,higher,city,yes,sev_a_year,1,m
wemcs,professional,village,no,never,1,m
ewmcs,general,village,yes,never,0,m
mcews,higher,village,yes,sev_a_year,0,m
sewmcd,professional,village,yes,never,0,f
smwecdp,professional,village,yes,never,1,f
wesmc,professional,village,yes,never,1,m
swmce,higher,village,yes,never,1,f
ewmsc,professional,village,yes,never,0,f
sewmc,general,village,yes,never,1,m
swmec,higher,village,yes,sev_a_year,0,f
psmcwebd,higher,village,yes,never,1,f
sewmc,professional,village,yes,sev_a_year,0,f
wmsce,professional,village,yes,never,1,f
sewmc,general,village,yes,sev_a_year,1,f
sewmc,professional,village,yes,never,1,f
mecsw,professional,village,yes,never,1,f
wmsce,professional,village,yes,never,1,m
ewpmcs,professional,village,yes,never,0,m
sewmc,professional,village,yes,never,1,m
spewmc,general,village,yes,never,0,m
mcsewdpb,professional,village,yes,sev_a_year,1,f
spwemc,professional,village,yes,sev_a_year,1,m
wmsecdpb,general,village,yes,min_once_a_month,0,f
swpce,general,village,yes,sev_a_year,0,f
spmewc,professional,village,yes,never,1,m
pmecwbs,professional,village,yes,sev_a_year,1,f
eswmc,higher,village,yes,sev_a_year,0,f
swmce,general,village,yes,sev_a_year,1,m
wemsc,professional,village,yes,min_once_a_month,1,f
ewsmc,professional,town,yes,sev_a_year,0,m
wmsecd,higher,town,yes,sev_a_year,0,f
smewc,higher,town,no,never,0,m
wescm,general,town,yes,sev_a_year,0,f
wemsc,professional,town,yes,never,0,m
semwc,professional,town,yes,never,0,m
ewmscp,professional,town,yes,min_once_a_month,0,f
wmces,professional,town,yes,min_once_a_month,0,m
ewmscd,professional,town,yes,sev_a_year,0,f
wsemc,general,village,yes,never,0,f
wesp,professional,village,yes,never,1,m
wmsec,general,village,yes,never,0,f
sewpmcbd,professional,village,yes,never,1,f
sewmc,professional,village,yes,never,1,f
ewcs,professional,village,yes,sev_a_year,1,m
emwsc,professional,village,yes,min_once_a_month,1,f
wes,professional,village,yes,sev_a_year,0,f
wmsce,general,village,yes,never,0,f
wmecs,general,village,yes,never,0,f
emscw,professional,village,yes,never,1,f
psmwcebd,professional,village,yes,never,0,f
smcew,higher,village,yes,never,1,f
ewmsc,general,village,yes,never,0,m
semcwdp,professional,village,yes,never,1,f
wmsce,professional,village,yes,never,1,m
sewmc,professional,village,yes,never,0,f
ewmcs,professional,village,yes,sev_a_year,1,f
smcew,professional,village,yes,never,1,f
smcew,general,village,yes,sev_a_year,0,f
ewpsmcb,general,village,yes,never,0,f
wemcs,professional,village,yes,sev_a_year,1,f
ewmsc,professional,village,yes,never,0,f
wmsce,professional,village,yes,sev_a_year,1,f
eswmc,professional,city,yes,sev_a_year,1,m
esw,professional,city,yes,sev_a_year,1,m
ewmcs,professional,city,yes,sev_a_year,1,f
emswc,general,city,yes,min_once_a_month,0,f
wmcse,professional,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,never,0,f
mscwe,higher,city,yes,sev_a_year,1,f
wspmcebd,higher,city,yes,min_once_a_month,0,f
wems,higher,city,yes,sev_a_year,0,f
ewcmsd,general,city,yes,never,0,f
wemc,professional,city,yes,sev_a_year,1,f
wemsc,professional,city,yes,sev_a_year,0,f
swemc,general,city,yes,sev_a_year,0,f
smcew,professional,city,yes,sev_a_year,0,m
wemsc,professional,city,yes,sev_a_year,0,f
ewpsmc,professional,city,no,never,1,m
wsmec,higher,city,yes,sev_a_year,0,m
emwsc,professional,city,yes,never,1,f
wmecs,professional,city,yes,never,1,m
wsemcd,professional,city,yes,sev_a_year,0,f
wesmc,general,city,yes,sev_a_year,0,f
wecms,general,city,yes,sev_a_year,0,f
wesmc,general,city,yes,once_a_week,0,f
mswe,higher,city,yes,min_once_a_month,1,f
smewc,higher,city,yes,sev_a_year,0,f
esmwc,professional,city,yes,never,1,f
ewmsc,general,city,yes,once_a_week,0,f
wmsce,professional,city,yes,never,0,m
sewmc,professional,city,yes,sev_a_year,0,f
spmcewb,general,city,yes,sev_a_year,0,f
ewmcs,professional,city,yes,never,0,m
wsmec,higher,city,yes,never,0,m
wmsce,higher,city,yes,sev_a_year,1,f
wsepmc,general,city,yes,sev_a_year,0,f
ewsm,general,city,yes,sev_a_year,0,f
wemcs,general,city,yes,sev_a_year,0,f
ewmcs,professional,city,yes,sev_a_year,1,f
sewmcdp,professional,city,yes,sev_a_year,1,f
sewmcd,professional,city,yes,never,1,f
sewmc,general,city,yes,never,0,f
sewmc,professional,city,yes,sev_a_year,1,m
swmce,general,city,yes,min_once_a_month,0,f
sewmcd,professional,city,yes,sev_a_year,1,f
pwemsc,professional,city,yes,sev_a_year,1,f
wsemcd,professional,city,yes,sev_a_year,1,f
ewmsc,professional,city,yes,sev_a_year,0,f
sewpmc,general,city,yes,sev_a_year,0,f
swmce,higher,city,yes,never,1,f
sewc,professional,city,yes,sev_a_year,0,f
wemsc,professional,city,yes,sev_a_year,0,m
emscw,general,city,yes,sev_a_year,0,f
wesmc,general,city,yes,sev_a_year,0,f
sewpmc,professional,city,yes,never,1,f
sewcmpdb,professional,city,yes,sev_a_year,1,f
msewdp,general,city,yes,sev_a_year,0,m
wemsc,general,city,yes,sev_a_year,1,f
wemcs,general,city,yes,sev_a_year,0,f
sewmcd,professional,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,min_once_a_month,0,f
swecmd,general,city,yes,sev_a_year,0,f
eswmc,general,city,yes,min_once_a_month,0,m
wesmc,general,city,yes,sev_a_year,0,m
wecsmd,professional,city,yes,sev_a_year,1,m
emwcs,general,city,yes,never,0,m
semwc,professional,city,yes,sev_a_year,1,m
espcmw,professional,city,yes,sev_a_year,1,m
wmsce,general,city,yes,never,0,m
swepcmb,general,city,yes,never,0,m
ewmscdpb,general,city,yes,sev_a_year,0,f
wemsc,general,city,yes,min_once_a_month,0,f
ewsmc,professional,city,yes,sev_a_year,1,m
ewspmc,general,city,yes,sev_a_year,1,f
pscewm,general,city,yes,sev_a_year,1,f
mwcedps,professional,city,yes,sev_a_year,1,f
wemsc,general,city,yes,never,1,m
wscme,general,city,yes,sev_a_year,1,m
wsmce,professional,city,yes,never,0,m
wepmsc,general,city,yes,never,1,f
wecs,general,city,yes,sev_a_year,0,f
wesmcd,general,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,sev_a_year,0,f
wepscmb,professional,city,yes,never,0,m
ewmcs,professional,city,yes,min_once_a_month,0,m
semwc,professional,city,yes,never,1,f
wmecsd,higher,city,yes,sev_a_year,0,f
wmsce,professional,city,yes,sev_a_year,0,f
smewcd,higher,city,yes,sev_a_year,1,f
wemsc,general,city,yes,sev_a_year,0,f
ewsmc,professional,city,yes,sev_a_year,0,m
ewpcmbs,professional,city,yes,sev_a_year,0,f
sewmdpcb,higher,city,yes,sev_a_year,0,m
wsemc,general,city,yes,min_once_a_month,0,f
swmce,higher,city,yes,sev_a_year,1,m
sew,general,city,yes,sev_a_year,1,m
emws,professional,city,yes,sev_a_year,1,f
wemsc,general,city,yes,sev_a_year,0,f
emswc,professional,city,yes,sev_a_year,1,f
mswcpde,professional,city,yes,sev_a_year,1,f
ewmcds,general,city,yes,min_once_a_month,0,f
wsmce,higher,city,yes,sev_a_year,1,f
wmsce,professional,city,yes,never,0,f
wemcs,general,city,yes,never,1,m
wpmsce,higher,city,yes,sev_a_year,1,f
wmces,professional,city,yes,sev_a_year,0,m
emwsc,professional,city,yes,sev_a_year,1,m
swemc,professional,city,yes,sev_a_year,0,m
ewcs,higher,city,yes,sev_a_year,1,m
wmecs,professional,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,sev_a_year,0,f
spmcew,general,city,yes,sev_a_year,1,f
wemcspd,general,city,yes,sev_a_year,0,m
wmsec,general,city,yes,sev_a_year,0,f
wmsce,higher,city,yes,sev_a_year,1,f
wemscd,professional,city,yes,sev_a_year,0,f
wepcbsm,professional,city,yes,sev_a_year,0,f
wmsec,general,city,yes,sev_a_year,0,f
wmsec,general,city,yes,never,0,f
wmcse,professional,city,yes,sev_a_year,1,f
ewspcm,professional,city,yes,sev_a_year,0,f
wcmsedpb,general,village,yes,never,0,f
wsme,higher,village,yes,sev_a_year,0,f
mscwe,higher,village,yes,sev_a_year,1,f
wemsp,general,village,yes,never,0,f
sewmc,professional,village,yes,never,1,f
wes,professional,village,yes,never,0,m
wsmedpb,professional,village,yes,sev_a_year,1,f
wpmcbdes,general,village,yes,never,0,m
wpsmce,general,village,yes,sev_a_year,0,m
eswpmc,general,village,yes,never,0,m
sewpbcm,higher,village,yes,sev_a_year,1,f
ewmsc,professional,village,yes,never,1,f
wpcsme,general,village,yes,never,0,m
wes,general,village,yes,never,0,m
wspcemb,professional,village,yes,never,0,m
wsecmdp,general,village,yes,sev_a_year,0,f
wesmc,general,village,yes,sev_a_year,0,f
eswmcpb,general,village,yes,sev_a_year,0,f
ewspmcb,general,village,yes,sev_a_year,0,f
ewspbm,general,village,yes,sev_a_year,0,f
cewsm,general,village,yes,sev_a_year,1,f
ewsmc,professional,village,yes,sev_a_year,1,f
wesmc,general,village,yes,never,0,f
wsmce,higher,village,yes,sev_a_year,0,f
ewpcs,professional,village,yes,never,1,m
smwce,higher,village,yes,sev_a_year,0,f
ewcsp,higher,village,yes,min_once_a_month,1,f
swemc,professional,village,yes,never,1,f
ewmsc,professional,village,yes,sev_a_year,1,m
wemsc,professional,village,yes,never,1,m
emwsc,general,village,yes,never,0,f
smwce,higher,village,yes,sev_a_year,0,f
ewsmc,general,village,yes,never,0,f
wemsc,general,village,yes,sev_a_year,1,f
specbw,general,village,yes,sev_a_year,1,f
swemc,professional,village,yes,never,1,f
ewsmc,general,village,yes,sev_a_year,0,f
wemsc,general,village,yes,sev_a_year,0,f
ewpscmb,general,village,yes,never,0,f
esw,general,village,yes,sev_a_year,1,m
sewmc,higher,village,yes,sev_a_year,0,f
wpmsceb,professional,village,yes,never,0,m
sepcmw,general,village,yes,sev_a_year,1,f
smewc,higher,village,yes,sev_a_year,0,m
ewmsc,higher,village,yes,sev_a_year,1,f
eswc,general,village,yes,never,0,f
sewpmc,professional,village,yes,sev_a_year,1,f
swemc,professional,village,yes,sev_a_year,1,m
ewmcs,professional,village,yes,sev_a_year,1,m
we,general,village,no,never,1,m
ewsmcp,general,village,no,never,0,f
ewmsc,general,village,yes,never,0,m
sewmd,professional,village,yes,never,0,m
ewsc,professional,city,yes,never,0,f
ewpmscbd,professional,city,yes,sev_a_year,0,f
pmewcs,professional,city,no,never,0,f
swemc,professional,city,yes,never,0,f
wmecs,professional,city,yes,sev_a_year,0,f
mwdes,professional,city,yes,sev_a_year,1,m
wsecpb,professional,city,yes,sev_a_year,0,f
swemc,higher,city,no,never,0,f
wesmc,general,city,yes,once_a_week,0,f
swmce,professional,city,yes,min_once_a_month,0,f
wsmcedp,professional,city,yes,never,0,f
swemc,general,city,no,never,0,f
mdcwse,higher,city,yes,sev_a_week,0,f
ewsc,professional,city,yes,sev_a_year,0,f
mcews,higher,city,yes,sev_a_year,1,f
sewmc,professional,city,no,never,0,f
eswc,general,city,yes,sev_a_year,0,f
sewpcmb,professional,city,yes,sev_a_year,1,f
sewmc,higher,city,no,never,0,f
swemc,professional,city,yes,never,0,f
ewsc,higher,city,yes,sev_a_year,0,f
mcwdspeb,professional,city,yes,never,0,f
ewsmc,higher,city,yes,sev_a_year,0,f
ewmsc,general,city,yes,never,0,f
wsec,general,city,no,never,0,f
ewcs,general,city,yes,never,0,f
ews,professional,city,yes,never,0,m
mcswe,professional,city,no,never,1,f
pscmwbe,general,city,yes,sev_a_year,0,f
pmscewbd,professional,city,yes,sev_a_year,1,f
wpmcse,professional,city,yes,sev_a_year,1,f
wmsce,higher,city,yes,never,0,m
ewspcb,higher,city,no,never,0,f
ewp,general,city,no,never,1,f
ewsmcd,professional,city,no,never,1,m
smecw,higher,city,yes,sev_a_year,0,f
swemd,higher,city,yes,sev_a_year,0,f
ewsmc,professional,city,no,never,1,m
sewcm,professional,city,yes,sev_a_week,1,f
ewmsc,professional,city,yes,sev_a_year,1,f
ewmsc,general,city,yes,sev_a_year,0,f
wemscd,professional,city,yes,never,0,m
ewsmc,professional,city,yes,sev_a_year,0,f
ewsmc,professional,city,no,sev_a_year,0,f
wepsmcbd,professional,city,yes,sev_a_year,0,m
wepsmc,higher,city,no,never,1,f
swcmdep,higher,city,no,sev_a_year,1,m
ewsmc,professional,city,yes,min_once_a_month,0,f
wmcse,general,city,no,never,1,f
sewmc,professional,city,yes,sev_a_year,0,f
sewmcdpb,professional,city,yes,never,0,f
sewmcdpb,professional,city,yes,sev_a_year,0,f
wesc,higher,city,no,never,1,m
swce,higher,city,yes,sev_a_year,0,f
pmcsew,higher,city,yes,never,1,f
spmcwbe,higher,city,yes,sev_a_year,1,f
swmced,higher,city,yes,min_once_a_month,1,m
wmsce,professional,city,yes,sev_a_year,0,m
wmsce,higher,town,yes,sev_a_year,1,f
wmscpbe,higher,town,yes,sev_a_year,1,f
ewpsm,higher,city,yes,min_once_a_month,0,f
wsce,higher,town,yes,never,0,f
wse,general,town,yes,sev_a_year,0,f
mwsced,general,town,yes,min_once_a_month,0,f
mewcpds,professional,town,yes,never,1,f
wpmcesb,professional,town,yes,sev_a_year,1,m
ews,general,town,yes,sev_a_year,1,f
wesmc,professional,town,yes,never,0,m
cwesm,higher,town,yes,sev_a_year,0,f
swmdpe,general,town,yes,never,0,f
we,higher,city,yes,never,1,m
wepbcs,professional,town,yes,sev_a_year,1,f
wsmce,higher,town,no,never,0,f
wspcebm,higher,town,no,never,0,m
sewmc,professional,town,yes,never,1,f
swmec,higher,town,no,never,0,f
sewpcbmd,professional,town,yes,sev_a_year,0,f
wmsce,higher,town,yes,min_once_a_month,1,f
wpmsce,professional,town,yes,never,1,f
pwsbce,professional,town,yes,sev_a_year,1,m
ewmcs,professional,town,no,never,1,m
ews,higher,town,yes,never,1,f
mescwdpb,professional,city,yes,never,0,f
wmsec,general,city,yes,never,0,f
ewmsc,professional,city,yes,sev_a_year,1,f
wes,professional,city,yes,sev_a_year,1,m
swmec,higher,city,yes,sev_a_year,1,m
wmcse,professional,city,yes,sev_a_year,0,m
spewcb,higher,city,yes,sev_a_year,1,f
wes,general,city,yes,sev_a_year,0,m
wemsc,professional,city,yes,sev_a_year,0,f
ewmcs,professional,city,yes,min_once_a_month,0,f
wmscdepb,professional,town,yes,sev_a_year,0,f
mscpwdeb,general,town,yes,sev_a_year,0,f
ewmcs,professional,town,yes,never,0,f
ewmcs,professional,town,yes,never,1,f
scmewpdb,professional,town,no,sev_a_year,1,f
wsmce,professional,town,yes,sev_a_year,0,f
ews,general,town,yes,sev_a_year,1,m
sewc,professional,town,yes,sev_a_year,1,m
wems,general,city,yes,min_once_a_month,0,f
mcesw,general,city,yes,never,1,f
wemsc,general,city,yes,sev_a_year,0,f
mcswe,professional,city,yes,sev_a_year,0,f
wesmcd,professional,city,yes,never,1,m
sewpmcb,professional,city,no,never,0,m
smewcd,higher,city,yes,sev_a_year,1,f
swemc,professional,city,yes,min_once_a_month,0,f
mscwe,higher,city,no,never,0,f
wemsc,general,city,yes,never,0,f
swemcd,professional,city,yes,sev_a_year,0,f
smwcpe,higher,city,yes,sev_a_year,1,f
eswmcdpb,professional,city,yes,min_once_a_month,0,f
wsemcd,higher,city,yes,min_once_a_month,0,f
mscewdpb,higher,city,yes,once_a_week,0,f
wespmc,professional,city,no,never,0,m
wmcdpes,professional,city,yes,sev_a_year,0,f
wemc,professional,town,no,never,0,f
wesmc,general,town,yes,sev_a_year,0,f
swepc,professional,town,yes,sev_a_year,0,f
ewmcds,professional,town,yes,sev_a_year,0,f
mswde,general,town,yes,sev_a_year,0,f
ewmsc,professional,town,yes,min_once_a_month,0,f
wepcsb,general,town,no,never,1,m
pewbcs,professional,town,no,never,1,f
ewpmscb,general,town,no,never,0,f
wcmse,professional,town,yes,sev_a_year,0,f
spmcdwe,higher,town,yes,never,1,f
wemcds,professional,city,yes,sev_a_year,0,f
smwcedpb,higher,city,yes,never,0,f
msewcdpb,professional,city,yes,sev_a_year,1,f
wmcse,professional,city,yes,never,1,f
eswm,professional,city,yes,sev_a_year,0,f
ewsm,professional,city,yes,sev_a_year,0,f
wesmc,professional,city,yes,sev_a_year,1,f
ewsmcdpb,general,city,yes,never,1,f
sewpcm,professional,city,yes,sev_a_year,0,f
weps,general,city,yes,never,1,m
ewsmdpb,professional,city,yes,sev_a_year,1,f
sewpmc,professional,city,yes,never,1,m
wce,higher,city,yes,sev_a_year,1,f
wespmc,professional,city,yes,never,0,m
wpmcesb,general,town,yes,never,0,f
wpemsc,higher,town,yes,sev_a_year,1,f
wemsc,general,town,no,never,0,f
wsmec,higher,town,no,sev_a_year,0,m
ewpmcs,professional,village,yes,sev_a_year,1,f
msewc,higher,village,yes,sev_a_year,1,f
wes,professional,village,yes,sev_a_year,0,f
wsmcepb,general,village,yes,sev_a_year,0,f
wes,professional,village,yes,sev_a_year,0,f
ewms,professional,village,yes,sev_a_year,0,f
ewmcs,general,village,yes,sev_a_year,0,f
msewcd,professional,village,yes,sev_a_year,0,f
meswpcdb,professional,village,yes,min_once_a_month,0,f
mcswed,professional,village,yes,sev_a_year,1,f
mscewd,higher,village,yes,never,0,f
swmce,higher,village,yes,sev_a_year,0,m
wemsc,professional,village,yes,sev_a_year,0,f
wemsc,professional,village,yes,sev_a_year,0,f
wce,professional,village,yes,sev_a_year,0,f
wmces,professional,village,yes,sev_a_year,0,f
ewmcs,general,village,yes,min_once_a_month,0,f
mewsc,general,village,yes,sev_a_year,0,m
wsem,general,village,yes,sev_a_year,0,f
pewmscbd,higher,town,yes,sev_a_year,0,f
mscwe,higher,town,yes,sev_a_year,0,f
pmsewcb,higher,town,yes,sev_a_year,0,f
ewmcdps,professional,town,yes,sev_a_year,0,f
wes,higher,town,yes,min_once_a_month,0,f
wmsce,higher,town,yes,sev_a_year,0,m
wmsce,general,town,yes,never,0,m
wepsb,higher,town,yes,min_once_a_month,0,f
wpbemscd,higher,town,yes,once_a_week,0,f
ewcpsm,professional,town,yes,min_once_a_month,1,m
escwpm,professional,town,yes,sev_a_year,1,m
wmcse,higher,city,yes,sev_a_year,1,m
wmces,professional,city,yes,sev_a_year,0,f
ewspcb,professional,city,yes,sev_a_year,1,m
ewmsc,general,city,yes,min_once_a_month,0,f
smewc,higher,city,yes,never,0,f
wepmcs,general,city,yes,sev_a_year,0,f
we,general,city,yes,sev_a_year,1,f
wsemc,general,city,no,never,0,m
ewsmc,higher,city,no,never,0,m
ewpms,professional,city,yes,sev_a_year,1,f
wmsce,general,city,yes,sev_a_year,0,m
ewmcs,general,city,yes,never,1,f
smwce,higher,city,yes,never,0,m
ewmscdp,professional,town,yes,never,0,m
wsemcpd,higher,town,yes,once_a_week,0,m
pmcswbde,higher,town,yes,sev_a_year,1,f
pcwesb,general,town,yes,sev_a_year,0,f
wmscde,professional,town,yes,never,0,f
ews,professional,town,no,never,1,f
wmces,higher,town,yes,never,0,f
ewmsc,higher,town,yes,min_once_a_month,0,f
wmsce,professional,town,no,never,0,f
ewmsc,higher,town,no,never,0,m
mcswde,higher,town,yes,sev_a_year,0,f
wmsce,professional,town,yes,never,0,f
wemsc,general,town,no,never,0,f
swme,professional,town,yes,never,0,f
smecw,higher,town,yes,sev_a_year,0,f
smcew,professional,town,yes,never,1,f
smwce,general,town,yes,sev_a_year,0,f
wpsemc,higher,village,yes,never,1,m
ewmscpdb,general,village,yes,once_a_week,0,f
sewpmc,professional,village,no,never,1,m
swmced,higher,village,yes,sev_a_year,1,f
smcwe,professional,village,yes,never,0,m
wsmec,professional,village,yes,sev_a_year,0,f
ewmdcspb,professional,village,no,never,0,f
wsmcdepb,higher,city,yes,never,0,m
wmecs,higher,city,no,never,0,f
ewmsc,general,city,yes,sev_a_year,0,f
ewcmsdp,professional,city,no,never,1,f
wsemc,professional,city,yes,sev_a_year,1,f
sewmc,professional,city,yes,sev_a_year,0,f
wpbes,general,city,yes,never,0,m
mswce,professional,city,yes,sev_a_year,0,m
sew,professional,city,no,never,1,m
eswmcdp,professional,city,no,never,0,m
wmsec,professional,city,yes,never,1,m
wsmce,professional,city,yes,never,0,m
wpesc,professional,town,yes,sev_a_year,0,m
wscem,higher,town,no,never,0,m
ewmcs,professional,village,yes,never,0,m
ewmsc,professional,village,yes,never,0,m
ewc,professional,village,yes,never,1,m
semcw,higher,village,yes,never,1,m
wsmced,higher,town,yes,never,0,f
ewsmcpb,professional,town,yes,sev_a_year,0,f
epswcm,general,town,yes,once_a_week,1,f
wmscde,professional,town,yes,sev_a_year,0,f
ewmsc,general,town,yes,sev_a_year,0,m
swpmecbd,professional,town,yes,never,0,m
wspec,professional,town,yes,sev_a_year,1,m
smcewdp,professional,town,no,never,0,f
smewpdcb,higher,city,yes,never,0,m
wems,professional,city,yes,min_once_a_month,0,f
wepmcbds,higher,city,yes,sev_a_year,0,f
smwec,general,city,yes,min_once_a_month,1,f
pmebwdsc,higher,city,yes,sev_a_year,1,f
emswdc,higher,city,yes,sev_a_year,0,f
sewpm,professional,city,yes,never,0,m
wsmce,general,city,yes,sev_a_year,1,m
ewsmc,general,city,yes,sev_a_year,0,m
eswmcdp,general,city,yes,never,0,m
semwc,professional,city,yes,never,0,m
ewmsc,professional,city,yes,never,0,m
wmcse,professional,city,yes,never,0,m
sewpbmc,professional,city,yes,never,1,m
epsw,general,city,yes,never,1,m
ewpmsc,general,city,yes,never,0,m
wspce,higher,city,no,never,0,m
swemd,general,city,yes,never,0,m
sewp,professional,city,no,never,1,m
ewspcm,professional,city,no,never,0,m
eswmdpcb,general,city,no,never,0,m
wsec,professional,city,yes,sev_a_year,0,f
wcspme,higher,city,yes,sev_a_year,1,f
ewmsc,professional,city,yes,sev_a_year,1,f
ewsmc,general,city,yes,never,0,f
ewsc,higher,city,yes,never,1,f
ecwsmd,professional,city,yes,never,1,f
meswc,professional,city,yes,min_once_a_month,1,f
pwmsce,professional,city,yes,sev_a_year,0,f
wscmdpe,general,city,yes,sev_a_year,1,f
ewmcsd,professional,city,no,never,1,f
swepcm,professional,city,yes,never,1,m
swepmc,professional,city,yes,never,1,m
wmecs,professional,city,yes,sev_a_year,1,m
swemcdp,general,city,yes,sev_a_year,0,f
ewspmcb,professional,city,yes,min_once_a_month,0,f
wes,higher,city,yes,sev_a_year,0,m
swmcdep,higher,city,yes,never,1,f
ewspcmb,professional,city,yes,never,1,m
smcwdpbe,higher,city,yes,sev_a_year,0,f
semwc,professional,city,yes,min_once_a_month,1,m
wepsb,professional,city,yes,sev_a_year,1,f
swcmed,professional,city,yes,sev_a_year,1,f
mewdscp,general,city,no,never,0,m
swmcde,general,city,yes,never,1,m
wsepmc,professional,city,yes,sev_a_year,0,f
wemsc,general,city,no,never,1,f
swemc,professional,city,yes,sev_a_year,1,f
sewpmcbd,professional,city,yes,sev_a_year,0,f
wcsepmb,professional,city,yes,sev_a_year,0,f
wsce,professional,city,yes,min_once_a_month,0,f
ewpscb,professional,city,yes,never,1,f
wsmce,professional,city,yes,sev_a_year,1,m
wspcmbde,professional,city,yes,never,1,f
swmce,professional,city,yes,once_a_week,0,f
wpmsbdce,professional,city,yes,sev_a_year,0,m
msewc,professional,city,yes,sev_a_year,0,f
swcpmbde,higher,city,yes,never,1,m
wsmec,professional,village,yes,sev_a_year,0,f
wsmecdp,professional,village,yes,never,1,m
ewsc,professional,village,yes,sev_a_year,0,f
wspcme,higher,village,yes,sev_a_year,1,f
swec,higher,village,yes,min_once_a_month,1,f
wcse,general,village,yes,sev_a_year,0,f
swepm,professional,village,no,never,0,m
wsepmc,professional,village,no,sev_a_week,1,f
wspmce,professional,village,yes,sev_a_year,0,m
ewpmcs,general,village,no,never,1,m
wcepsm,general,village,no,sev_a_year,1,f
emscw,professional,village,no,sev_a_year,1,m
sewmc,professional,village,no,never,0,f
espwc,professional,village,no,never,1,f
wespc,general,village,no,never,1,f
pbswec,general,village,no,never,1,m
sewpcm,professional,village,yes,sev_a_year,1,f
wsmec,higher,city,yes,sev_a_year,0,m
ewmcs,professional,city,no,never,0,m
swmecdp,general,city,yes,never,0,f
wemdpsb,general,city,yes,never,0,f
wsepbmc,higher,city,yes,sev_a_year,1,m
wsepmcbd,professional,city,yes,never,1,m
ewpmsc,higher,city,yes,sev_a_year,0,f
wmcsde,higher,city,yes,sev_a_year,0,f
wepbmcds,higher,city,no,never,0,f
wpbecs,higher,city,no,never,0,f
wes,higher,city,no,never,0,m
ewspb,professional,city,no,never,1,m
wsepmcbd,higher,city,yes,sev_a_year,0,f
ewspmcbd,professional,city,yes,sev_a_year,1,f
wsec,professional,city,yes,sev_a_year,1,f
sewpbc,professional,city,yes,min_once_a_month,1,f
sewpb,professional,city,no,never,0,f
swmdpbec,professional,city,yes,sev_a_year,1,f
ewpmcbds,higher,city,yes,sev_a_year,0,f
swpmbdce,professional,city,no,never,0,f
ewpcmbds,professional,city,yes,never,0,f
swpeb,higher,city,yes,sev_a_year,1,f
sewmc,higher,city,yes,sev_a_year,0,f
ewsmd,professional,city,no,never,0,m
smwce,professional,city,yes,sev_a_year,0,f
sewpbmc,professional,city,no,sev_a_year,1,f
ewcsmpdb,professional,city,no,never,0,f
sewpbmc,general,city,yes,sev_a_year,0,m
wmecds,professional,city,yes,never,0,f
ewmsc,higher,city,no,never,0,m
sewmc,professional,city,yes,sev_a_year,1,f
swpemc,higher,city,yes,sev_a_year,1,f
wemsc,professional,city,no,never,0,f
wemc,general,city,no,never,0,f
wmsce,professional,city,yes,sev_a_year,0,f
ewpsmcbd,professional,city,yes,never,1,m
wmces,general,city,no,never,0,f
wce,higher,city,yes,never,1,f
wspemc,higher,city,yes,never,1,m
wemscd,higher,city,yes,never,1,f
wsemc,general,city,yes,never,0,m
wsemc,higher,city,yes,never,0,m
wmsce,higher,city,yes,sev_a_year,1,f
wecpsmbd,professional,city,yes,never,0,m
wespc,professional,city,no,never,1,m
wes,higher,city,yes,never,1,m
wmcse,higher,city,yes,min_once_a_month,1,f
swemc,general,city,yes,sev_a_year,0,f
wesmcd,professional,city,yes,sev_a_year,0,f
wepmsbd,professional,city,yes,sev_a_year,1,f
spwecb,higher,city,yes,min_once_a_month,1,f
wpmscbde,professional,city,no,never,0,f
ewpmscbd,higher,city,yes,once_a_week,0,f
wmsce,higher,city,no,never,0,m
mswce,professional,city,yes,min_once_a_month,0,f
wsmcedp,higher,city,no,never,0,f
wsmep,higher,city,yes,sev_a_year,0,f
ew,professional,city,no,never,1,f
ewpsmc,higher,city,yes,never,0,f
smwce,higher,city,no,never,0,m
ewmcs,higher,city,no,never,0,f
wpmbedc,higher,city,yes,sev_a_year,1,f
swpemc,professional,city,yes,sev_a_year,1,m
sewmpd,professional,city,yes,sev_a_year,0,m
sewpmbdc,professional,city,no,never,0,f
ewpc,higher,city,no,never,1,f
wspmceb,general,city,yes,sev_a_year,0,f
wpmces,higher,city,no,never,0,f
ew,professional,city,yes,sev_a_year,1,m
swe,higher,city,yes,never,1,m
spmewcbd,higher,city,yes,sev_a_year,0,f
wmscep,general,city,yes,sev_a_year,0,f
wsemcp,higher,city,yes,min_once_a_month,1,m
wsemcdpb,general,city,yes,sev_a_year,0,f
swepmc,professional,city,yes,sev_a_year,0,f
pmcews,higher,city,no,sev_a_year,0,m
