gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;last_ev
m;higher;city;yes;never;6g;379;264;;379;383;210;270;267;>;<;=;>;>;>;<;<;<;<;<;>;<;>;>;>;>;>;>;>;>;<;<;>;<;>;<;<;br
f;professional;city;yes;min_once_a_month;6g;;281;;;;;220;256;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
f;higher;city;yes;sev_a_year;5g;303;304;432;432;408;;210;291;<;<;<;>;>;<;<;<;<;>;>;<;<;=;>;>;<;>;>;>;<;>;>;<;<;<;<;>;sep
f;general;city;yes;min_once_a_month;9g;;258;;;;212;274;305;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;10g;259;261;279;280;;375;279;276;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;=;<;<;>;>;<;<;<;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;6g;;261;;278;;261;265;258;>;n;>;>;>;>;n;<;<;>;<;=;<;>;>;>;>;n;>;>;>;<;<;<;<;>;<;<;child
m;professional;city;yes;never;5g;426;;;;;202;401;247;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;marriage
m;general;city;yes;sev_a_year;7g;;260;;;270;232;206;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;general;city;yes;sev_a_year;5g;;251;;;;201;201;188;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
m;general;city;yes;never;5g;;311;;436;315;245;251;221;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;>;<;<;partner
m;professional;city;yes;never;4g;;276;;;;213;285;257;>;n;n;>;>;>;n;<;<;>;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;yes;never;6g;;280;;;;282;239;227;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;city;yes;never;5g;;274;;;283;316;207;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;city;yes;never;10g;280;309;294;;;216;252;228;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;n;<;>;<;>;<;<;child
m;general;city;yes;never;11g;223;;;;;223;;221;<;<;<;>;<;=;<;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;work
m;general;city;yes;never;6g;268;269;;;;274;249;236;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;city;no;never;5g;268;;;;284;266;212;;<;<;<;<;>;>;<;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;general;city;yes;never;2g;;378;;;;209;211;253;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;div
m;professional;city;no;never;11g;;;;;;218;242;241;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;partner
m;professional;city;no;never;6g;302;;;;337;224;218;216;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;marriage
m;general;city;no;never;3g;340;295;;308;350;247;281;247;>;<;>;>;>;>;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;<;=;<;>;<;<;br
f;professional;city;yes;sev_a_year;6g;;;;;;211;211;233;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
f;higher;city;yes;sev_a_year;10g;267;269;;;238;258;215;;<;<;<;<;>;>;>;<;<;<;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;professional;city;yes;sev_a_year;8g;;258;;;;262;216;213;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;city;yes;never;5g;;336;;;;223;216;211;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;never;7g;;;;;;276;259;257;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;yes;never;8g;;423;;;230;269;231;230;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;=;<;>;>;div
f;professional;city;yes;min_once_a_month;7g;;239;;;;239;241;239;>;n;n;>;>;>;n;<;<;=;<;=;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;child
f;professional;city;yes;sev_a_year;6g;215;244;;;250;250;226;;<;<;<;<;<;<;<;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;=;education
f;general;city;yes;sev_a_year;9g;343;281;;318;280;266;222;;>;<;>;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;<;>;>;>;>;>;>;<;<;<;education
f;professional;city;no;never;7g;;278;;;284;287;197;180;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;div
m;professional;city;yes;never;7g;283;;;;291;217;221;254;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;marriage
m;professional;city;yes;never;7g;331;357;;;;201;209;223;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;8g;;259;;;278;;215;274;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;general;city;yes;sev_a_year;5g;;377;;478;392;178;212;291;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;partner
f;professional;city;yes;min_once_a_month;5g;241;253;;;263;213;191;190;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;higher;city;yes;sev_a_year;6g;;;;;;;209;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
f;higher;city;yes;never;10g;;229;;279;254;219;223;367;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;>;>;>;>;>;<;<;partner
m;professional;city;yes;never;8g;309;315;;;312;215;215;212;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;=;<;<;br
f;higher;city;yes;sev_a_year;5g;318;244;357;273;254;198;261;;>;<;>;<;>;>;>;<;<;<;<;>;<;>;<;>;>;>;<;>;>;>;>;>;>;>;>;<;education
m;professional;city;yes;min_once_a_month;7g;;232;;;;197;234;231;>;n;n;>;>;>;n;<;<;>;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;10g;294;;;;;311;217;284;<;<;<;>;>;<;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;br
f;professional;city;yes;sev_a_year;7g;;261;;;227;199;222;266;>;n;n;>;>;>;>;<;<;<;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;div
m;general;city;no;never;6g;;252;;395;402;400;257;256;>;n;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;>;>;<;<;<;<;<;<;<;<;partner
m;general;city;yes;never;9g;;257;;298;271;208;211;;>;n;>;n;>;>;>;<;<;<;>;>;<;>;n;>;>;>;<;>;>;>;>;>;>;>;<;<;education
f;professional;city;yes;sev_a_year;5g;331;337;;;;193;190;210;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;general;city;no;never;9g;;254;;;;254;219;223;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;7g;;252;;;;220;245;247;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;5g;282;284;475;;290;203;252;250;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;div
f;professional;city;yes;sev_a_year;5g;622;637;;;272;301;213;602;<;<;<;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;br
f;professional;city;yes;min_once_a_month;4g;;;;;224;222;219;;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;never;7g;197;;;;324;280;189;188;<;<;<;>;>;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;professional;city;yes;sev_a_year;7g;;250;;;255;233;219;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;never;9g;222;251;263;263;250;220;203;;<;<;<;<;>;>;<;<;<;<;>;>;>;=;<;>;>;>;<;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;once_a_week;6g;;269;;;281;213;215;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;sev_a_year;6g;260;262;300;300;344;271;230;;<;<;<;<;>;<;<;<;<;<;>;<;<;=;<;>;>;<;<;>;>;<;>;>;>;<;<;<;education
f;professional;city;yes;sev_a_year;6g;;221;;;;221;225;224;>;n;n;>;>;>;n;<;<;<;<;=;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;city;yes;never;9g;254;284;308;333;209;202;203;;<;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;<;<;education
f;professional;village;yes;sev_a_year;3g;;308;;;;215;213;308;>;n;n;>;>;>;n;<;<;=;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;village;yes;never;9g;;243;;386;265;216;188;248;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
f;professional;village;yes;sev_a_year;4g;;;;;;211;211;211;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;child
f;higher;village;yes;sev_a_year;8g;377;389;;;388;257;214;;<;<;<;<;>;>;<;<;<;<;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;higher;village;yes;min_once_a_month;7g;;;;;;197;239;329;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;general;village;yes;sev_a_year;4g;;;;;263;311;182;;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
m;professional;village;no;never;3g;433;;;;;223;350;353;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;marriage
f;professional;village;no;sev_a_week;7g;280;282;;;;231;231;241;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
m;professional;village;yes;sev_a_year;6g;272;277;;;289;248;193;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;general;village;no;never;10g;269;276;;;279;;195;186;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;village;no;sev_a_year;11g;219;;;;215;219;209;217;<;<;<;>;>;=;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;marriage
m;professional;village;no;sev_a_year;7g;;264;;;277;264;;201;>;n;n;>;n;>;>;<;<;>;<;=;<;n;>;n;>;>;>;n;>;>;<;<;<;>;>;<;work
f;professional;village;no;never;6g;;276;;;;214;245;243;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;village;no;never;11g;249;;;;;242;262;235;<;<;<;>;<;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;general;village;no;never;10g;242;;;;;230;218;226;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;general;village;no;never;10g;175;;211;;;211;215;313;<;<;<;<;<;<;<;>;n;>;>;>;n;<;<;<;=;<;>;>;>;n;>;>;<;>;<;<;child
f;professional;village;yes;sev_a_year;10g;291;;;;297;210;232;231;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;marriage
m;higher;city;yes;sev_a_year;5g;;322;;;;290;264;371;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;no;never;5g;;271;;;283;;214;211;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;city;yes;never;6g;;223;;243;235;194;216;230;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;partner
f;general;city;yes;never;1g;350;311;;342;;415;186;197;>;<;>;>;>;<;<;<;<;>;>;<;<;>;>;>;>;n;>;>;<;<;>;<;<;<;<;<;br
m;higher;city;yes;sev_a_year;7g;326;386;374;;;234;218;266;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;never;7g;277;279;382;;284;235;228;236;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;div
f;higher;city;yes;sev_a_year;5g;316;317;;;;317;279;276;<;<;<;>;>;<;<;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;1g;;286;;411;300;382;252;;>;n;>;n;>;>;>;<;<;<;>;<;<;>;n;>;>;>;<;>;>;>;>;>;>;<;<;>;education
f;higher;city;no;never;4g;325;360;337;424;365;;219;289;<;<;<;>;>;<;<;>;<;>;>;<;<;<;>;>;<;<;>;>;<;>;>;<;<;<;<;>;sep
f;higher;city;no;never;4g;273;;285;;467;;238;368;<;<;<;<;>;<;<;>;n;>;>;n;>;<;<;>;<;<;>;>;n;>;>;<;<;<;<;>;sep
m;higher;city;no;never;3g;;;;;;;211;557;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
m;professional;city;no;never;8g;391;;;;;379;216;216;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;br
f;higher;city;yes;sev_a_year;6g;345;353;;;374;217;217;297;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;=;<;<;br
f;professional;city;yes;sev_a_year;7g;276;286;;;287;240;240;240;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;=;<;=;<;<;br
f;professional;city;yes;sev_a_year;7g;;;;;;205;205;288;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
f;professional;city;yes;min_once_a_month;8g;266;;289;;;208;217;217;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;=;>;<;>;<;<;child
f;professional;city;no;never;6g;229;;;;;217;222;219;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;br
f;professional;city;yes;sev_a_year;7g;321;240;325;246;;202;226;330;>;<;>;<;>;>;<;<;<;<;>;>;<;>;<;>;>;<;<;>;>;<;>;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;4g;271;284;314;350;289;;270;266;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;>;>;>;<;>;<;<;<;<;<;>;sep
f;professional;city;no;never;5g;243;260;367;376;389;166;224;;<;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;<;>;>;<;>;>;>;>;<;<;education
f;professional;city;yes;never;4g;252;256;332;361;255;;224;224;<;<;<;>;>;<;<;<;<;>;>;<;>;<;>;>;<;>;>;>;<;>;=;<;<;<;<;>;sep
f;higher;city;yes;sev_a_year;11g;273;;;;;144;224;277;<;<;<;<;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;br
f;higher;city;yes;sev_a_year;5g;;297;;;;212;271;269;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;no;never;5g;;522;;;;259;256;232;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;div
f;professional;city;yes;sev_a_year;3g;;223;;;232;222;225;;>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;no;sev_a_year;7g;231;267;248;;;211;223;222;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;no;never;5g;372;331;;372;268;330;234;210;>;<;=;>;>;>;>;<;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;br
m;general;city;yes;sev_a_year;6g;265;335;269;;;218;231;231;<;<;<;>;>;>;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;n;=;>;<;>;<;<;child
f;professional;city;yes;never;2g;;331;;413;342;;242;338;>;n;>;>;>;n;>;<;<;<;>;<;<;>;>;>;n;>;>;>;<;>;>;<;<;<;<;>;sep
m;higher;city;no;never;6g;;302;;;;302;277;275;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;7g;;263;;;;206;216;215;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;11g;268;326;;;;225;267;274;<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;no;never;4g;;232;;;;;182;218;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;child
f;general;city;no;never;6g;;221;;;;;208;218;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;child
f;professional;city;yes;sev_a_year;4g;;253;;;264;253;228;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;never;7g;261;275;;;284;272;211;211;<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;br
f;general;city;no;never;6g;;260;;;284;;238;380;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
f;higher;city;yes;never;10g;;;;;280;;225;;n;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;>;n;>;<;<;>;education
m;higher;city;yes;never;10g;313;390;;;;306;294;386;<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;higher;city;yes;never;11g;;282;;;287;282;222;268;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
m;general;city;yes;never;1g;;359;;;;219;219;243;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
m;higher;city;yes;never;2g;;482;;;;235;212;342;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;higher;city;yes;sev_a_year;8g;;242;;;255;242;238;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;never;4g;325;333;;;279;329;176;201;<;<;<;>;>;<;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;br
m;professional;city;no;never;8g;271;;;;;237;220;231;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;higher;city;yes;never;9g;;;;;;;248;327;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
f;higher;city;yes;min_once_a_month;7g;;275;;;288;428;232;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;general;city;yes;sev_a_year;3g;;279;;;;220;229;237;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;2g;;326;;;332;325;215;299;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
f;professional;city;yes;sev_a_year;8g;303;309;;;;414;184;220;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;br
f;higher;city;yes;min_once_a_month;9g;267;;;;332;264;270;279;<;<;<;<;<;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;br
f;professional;city;no;never;6g;258;262;396;396;278;262;201;;<;<;<;<;>;<;<;<;<;<;>;=;<;=;<;>;>;>;<;>;>;>;>;>;>;<;<;<;education
f;higher;city;yes;once_a_week;2g;352;394;;;394;394;270;267;<;<;<;>;>;<;<;<;<;>;>;=;=;n;>;>;>;>;>;>;>;>;<;<;<;<;<;=;br
m;higher;city;no;never;2g;;294;;;307;294;279;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;min_once_a_month;4g;;239;;;249;242;245;;>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;higher;city;no;never;4g;;320;;362;335;279;219;360;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;partner
f;higher;city;yes;sev_a_year;1g;;384;;;;348;230;385;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;partner
f;professional;city;no;never;8g;;;;;;;;238;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;work
f;higher;city;yes;never;6g;471;476;;;;471;276;274;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;city;no;never;4g;;279;;;339;221;320;;>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;higher;city;no;never;5g;;349;;;362;;280;278;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;higher;city;yes;sev_a_year;10g;243;247;266;296;;;210;269;<;<;<;<;>;<;<;<;<;<;>;<;<;<;<;>;<;<;>;>;<;<;>;<;<;<;<;n;child
m;professional;city;yes;sev_a_year;7g;286;305;;;;207;244;292;<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;6g;502;285;;;;207;220;218;>;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;div
f;professional;city;no;never;2g;321;322;365;365;;188;234;232;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;<;>;>;>;<;<;>;<;>;<;<;child
f;higher;city;no;never;7g;319;;;;;;275;272;<;<;<;>;>;<;<;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
f;general;city;yes;sev_a_year;2g;242;250;;;250;231;193;264;<;<;<;<;>;>;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
f;higher;city;no;never;6g;270;271;;;279;;212;294;<;<;<;<;>;<;<;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;sev_a_year;9g;;;;;;;;;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;education
m;higher;city;yes;never;9g;;;;;;178;269;;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;education
f;higher;city;yes;sev_a_year;5g;239;268;;;304;233;280;278;<;<;<;<;<;>;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;br
f;general;city;yes;sev_a_year;6g;;244;;;254;244;196;280;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;partner
m;higher;city;yes;min_once_a_month;8g;;413;;;419;232;197;328;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;partner
f;general;city;yes;sev_a_year;6g;496;296;;423;316;281;220;290;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;br
f;professional;city;yes;sev_a_year;5g;321;329;;;;175;219;312;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;higher;city;no;sev_a_year;2g;257;264;;;266;;268;267;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;<;<;>;<;>;>;sep
f;professional;city;yes;never;7g;;268;;;;320;231;230;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;4g;;314;;;;314;219;299;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;5g;310;322;;;;323;192;322;<;<;<;<;>;<;<;<;<;=;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;no;never;9g;215;;253;;;272;206;229;<;<;<;<;>;<;<;>;n;>;>;>;n;<;>;>;<;<;>;>;>;n;>;<;<;<;<;<;child
m;higher;city;no;sev_a_year;2g;424;427;;;434;214;348;439;<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;br
